performance_id,playdata_id,player_id,piecetask_id,piecetask_name,recorded_at,recorded_place,nthTake,isAdopted,reasonOfRejection,error,version,loudness/left,legato/left,rhythm/left,note_value/left,note_value_fourier/left,tempo/left,loudness/right,legato/right,rhythm/right,note_value/right,note_value_fourier/right,tempo/right,loudness/both,legato/both,rhythm/both,note_value/both,note_value_fourier/both,tempo/both,lr_rhythm/both,Nekoze,hackkey_vel_non-monotonic,yubikuguri_premotion_fail_std_L/raw,yubikuguri_premotion_fail_std_L/found_mistake,yubikuguri_premotion_fail_std_R/raw,yubikuguri_premotion_fail_std_R/found_mistake,yubikuguri_premotion_fail_mean_L/raw,yubikuguri_premotion_fail_mean_L/found_mistake,yubikuguri_premotion_fail_mean_R/raw,yubikuguri_premotion_fail_mean_R/found_mistake,yubimatagi_premotion_fail_std_L/raw,yubimatagi_premotion_fail_std_L/found_mistake,yubimatagi_premotion_fail_std_R/raw,yubimatagi_premotion_fail_std_R/found_mistake,yubimatagi_premotion_fail_mean_L/raw,yubimatagi_premotion_fail_mean_L/found_mistake,yubimatagi_premotion_fail_mean_R/raw,yubimatagi_premotion_fail_mean_R/found_mistake,not_forte_enough,Head_shake
672471d1fe997a58964f8fa4,672471d1fe997a58964f8f97,6035d4454e2350c1a5f152b6,65d2c41dd98f2c2f0adfd890,Scale C-dur,2024-11-01T06:14:39.302Z,,1,True,,,0.3.2,5.8519947895724505,17.040321671371572,7.677688751692609,14.718898030416353,12.067598727975156,10.393038188130305,3.684221762017095,17.597135295961188,5.771119015758577,15.608047016274867,14.74109571027292,10.180951124809468,4.768108275794773,17.31872848366638,6.724403883725593,15.163472523345611,13.404347219124038,10.286994656469886,-1.063157894736842,27.22168384333437,135122.0849725323,0.021684189669726024,False,0.09175655456762992,False,-0.2057142857142857,False,-0.11085714285714286,False,0.10719731949131213,False,0.14688271039249276,False,-0.02514285714285714,False,-0.24457142857142858,False,0.14298429824561415,3.4149588557553754
672471f7fe997a58964f9019,672471f7fe997a58964f900c,6035d4454e2350c1a5f152b6,65d2c476d98f2c2f0adfd9ff,Scale Ges-dur,2024-11-01T06:15:17.413Z,,1,True,,,0.3.2,6.526038554058082,20.093608447027936,8.760302525694966,15.117225840992237,12.049249383730144,8.523933168103781,4.303117204372229,19.80488863222068,7.492912364197487,16.4713614498266,15.865961175784177,8.447531008392076,5.414577879215155,19.949248539624307,8.126607444946227,15.794293645409418,13.95760527975716,8.485732088247929,-0.3473684210526315,26.436996945863413,139909.0668970405,0.09711333585043817,False,0.07589466384404109,False,-0.175,False,-0.132,False,0.08333066662399864,False,0.12217610240959562,False,-0.039999999999999994,False,-0.22100000000000003,False,0.08741355263157893,6.401843205874644
67247213fe997a58964f9085,67247212fe997a58964f9078,6035d4454e2350c1a5f152b6,65d2c479d98f2c2f0adfda84,Scale fis-moll,2024-11-01T06:15:44.720Z,,1,False,,err-3f740b3c(None(auditory)):Missing Notes,0.3.2,,,,,,,,,,,,,,,,,,,,25.177200678069294,141020.3225021297,0.26369679558159215,True,0.06925315877272314,True,0.03199999999999999,True,-0.07,True,0.07868290792796108,True,0.3759338003189155,True,0.012999999999999998,True,0.20533333333333334,True,0.16891897590361418,8.964872145565813
67247235fe997a58964f9134,67247234fe997a58964f9127,6035d4454e2350c1a5f152b6,65d2c479d98f2c2f0adfda84,Scale fis-moll,2024-11-01T06:16:19.241Z,,2,False,,err-2dadd272(None(auditory)):Mistouch,0.3.2,,,,,,,,,,,,,,,,,,,,25.77114026176643,130589.8613326245,0.09140979159805585,True,0.09903029839397638,True,-0.2325,True,-0.12100000000000001,True,0.09262693992570413,True,0.15031217515557413,True,-0.0405,True,-0.0545,True,0.1003622807017545,6.210619060784876
67247293fe997a58964f9429,67247292fe997a58964f941c,6035d4454e2350c1a5f152b6,65d2c479d98f2c2f0adfda84,Scale fis-moll,2024-11-01T06:17:53.072Z,,3,True,,,0.3.2,5.349131993944955,17.439728093683918,6.290372175066573,15.589323600727415,11.577179097323974,-2.331054654299919,5.310696106160466,17.58810597391995,5.992712052949126,14.389916739082112,14.186029327551053,-2.2916461494995133,5.329914050052711,17.513917033801935,6.14154211400785,14.989620169904764,12.881604212437512,-2.311350401899716,-1.4407079646017702,24.126450077923337,134566.64686689907,0.05086993218002163,False,0.10096410253154336,False,-0.23249999999999998,False,-0.11349999999999999,False,0.10646595700034822,False,0.11851476701238543,False,-0.037000000000000005,False,-0.06949999999999999,False,0.09734480088495556,4.2517382446746685
672472b0fe997a58964f94ca,672472affe997a58964f94bd,6035d4454e2350c1a5f152b6,65d2c474d98f2c2f0adfd98d,Scale Es-dur,2024-11-01T06:18:22.186Z,,1,False,,,0.3.2,5.73608851505667,18.598605401654527,9.081357070750231,15.865237755829344,11.907689596434995,-1.4262406319818695,3.4085811773757593,16.719275945267093,6.701964079327249,13.481989620791108,14.888646053699459,-1.3229197383829359,4.572334846216215,17.658940673460812,7.89166057503874,14.673613688310226,13.398167825067226,-1.3745801851824027,-3.642105263157895,23.90830882256138,128264.75133948175,0.0859709253178073,True,0.1096904736064167,True,-0.125,True,-0.15999999999999998,True,0.2839084359437035,True,0.25336140195380985,True,0.041999999999999996,True,-0.256,True,0.11872569565217442,3.7870781247796006
672472c6fe997a58964f9554,672472c5fe997a58964f9547,6035d4454e2350c1a5f152b6,65d2c474d98f2c2f0adfd98d,Scale Es-dur,2024-11-01T06:18:43.921Z,,2,True,,,0.3.2,4.505400486804648,18.878600952985515,7.820130085354089,16.066292042489373,13.037950559940143,-1.0330549698359306,4.1238794701486485,15.858689625368621,7.571430133657677,13.203548824593128,14.673972022329657,-0.9453538736876794,4.314639978476649,17.368645289177067,7.695780109505883,14.63492043354125,13.8559612911349,-0.989204421761805,-0.003508771929824601,24.685610419056758,142919.86248449408,0.0669850729640567,False,0.10593866149805745,False,-0.14500000000000002,False,-0.15300000000000002,False,0.04878524367060187,False,0.33802357536124605,False,-0.122,False,-0.21675,False,0.0597502631578946,4.340928518733448
672472fdfe997a58964f96d1,672472fcfe997a58964f96c4,6035d4454e2350c1a5f152b6,65d2c477d98f2c2f0adfda12,Scale es-moll,2024-11-01T06:19:38.807Z,,1,False,,err-eac850cc(None(auditory)):Mistouch,0.3.2,,,,,,,,,,,,,,,,,,,,24.22349741589554,145412.57615629985,0.1460676213265623,True,0.10987151587194927,True,-0.3075,True,-0.1555,True,0.23534655298091792,True,0.21695416422599498,True,-0.066,True,-0.10762499999999998,True,0.12246028508771925,3.8586592076288353
67247315fe997a58964f991f,67247315fe997a58964f9912,6035d4454e2350c1a5f152b6,65d2c477d98f2c2f0adfda12,Scale es-moll,2024-11-01T06:20:03.534Z,,2,False,,err-6e5c4e20(None(auditory)):Missing Notes,0.3.2,,,,,,,,,,,,,,,,,,,,24.52982670921707,138991.19700228085,0.06590144156238162,True,0.133043494499248,True,-0.28900000000000003,True,-0.14399999999999996,True,0.14403944233002836,True,0.1869759342803239,True,-0.017846153846153845,True,-0.007999999999999993,True,0.13740551612903235,7.576114198714641
67247336fe997a58964f99c0,67247335fe997a58964f99b3,6035d4454e2350c1a5f152b6,65d2c477d98f2c2f0adfda12,Scale es-moll,2024-11-01T06:20:35.575Z,,3,False,,err-056aa246(None(auditory)):Missing Notes,0.3.2,,,,,,,,,,,,,,,,,,,,23.07536733328927,125865.48034934499,0.15962142713307634,True,0.1189621788637044,True,-0.28500000000000003,True,-0.124,True,0.2520167895641523,True,0.26713593800722507,True,-0.038933333333333334,True,-0.142375,True,0.1524190611353713,4.116384371917752
